eventdate,series,video,site_name,site_type,starts,siteTypeStarts,nameOfDay,startOfWeek
2019-04-01,Brooklyn Nine-Nine,48 Hours,Bravo Samsung Smart TV App,Watch,297,1818362,Monday,2019-04-01
2019-04-08,Brooklyn Nine-Nine,48 Hours,Bravo Android TV App,Watch,272,1818362,Monday,2019-04-08
2019-04-06,Brooklyn Nine-Nine,48 Hours,Bravo Roku App,Watch,260,1818362,Saturday,2019-04-01
2019-04-06,Brooklyn Nine-Nine,48 Hours,Bravo iPhone App,Watch,249,1818362,Saturday,2019-04-01
2019-04-04,Brooklyn Nine-Nine,48 Hours,Bravo Android Tablet Apps,Watch,223,1818362,Thursday,2019-04-01
2019-03-29,Brooklyn Nine-Nine,48 Hours,Bravo FireTV App,Watch,215,1818362,Friday,2019-03-25
2019-04-09,Brooklyn Nine-Nine,48 Hours,YouTube TV,DMVPD,202,952606,Tuesday,2019-04-08
2019-04-06,Brooklyn Nine-Nine,48 Hours,Bravo Android Tablet Apps,Watch,183,1818362,Saturday,2019-04-01
2019-04-06,Brooklyn Nine-Nine,48 Hours,Hulu DMVPD,DMVPD,179,952606,Saturday,2019-04-01
2019-03-29,Brooklyn Nine-Nine,48 Hours,Comcast Xfinity MVPD,MVPD,158,271933,Friday,2019-03-25
2019-04-11,Brooklyn Nine-Nine,48 Hours,DirecTV Now DMVPD,DMVPD,154,952606,Thursday,2019-04-08
2019-04-01,Brooklyn Nine-Nine,48 Hours,Bravo FireTV App,Watch,151,1818362,Monday,2019-04-01
2019-04-07,Brooklyn Nine-Nine,48 Hours,Bravo FEP,Watch,147,1818362,Sunday,2019-04-01
2019-03-31,Brooklyn Nine-Nine,48 Hours,Bravo Roku App,Watch,130,1818362,Sunday,2019-03-25
2019-04-02,Brooklyn Nine-Nine,48 Hours,Bravo Roku App,Watch,128,1818362,Tuesday,2019-04-01
2019-04-10,Brooklyn Nine-Nine,48 Hours,DirecTV Everywhere MVPD,MVPD,108,271933,Wednesday,2019-04-08
2019-03-31,Brooklyn Nine-Nine,Christmas,Hulu DMVPD,DMVPD,1993,952606,Sunday,2019-03-25
2019-03-30,Brooklyn Nine-Nine,Christmas,DirecTV Now DMVPD,DMVPD,1982,952606,Saturday,2019-03-25
2019-04-01,Brooklyn Nine-Nine,Christmas,Bravo FireTV App,Watch,1981,1818362,Monday,2019-04-01
2019-04-04,Brooklyn Nine-Nine,Christmas,YouTube TV,DMVPD,1981,952606,Thursday,2019-04-01
2019-04-04,Brooklyn Nine-Nine,Christmas,Bravo Apple TV App,Watch,1978,1818362,Thursday,2019-04-01
2019-04-01,Brooklyn Nine-Nine,Christmas,Bravo FEP,Watch,1959,1818362,Monday,2019-04-01
2019-04-08,Brooklyn Nine-Nine,Christmas,Bravo FEP,Watch,1946,1818362,Monday,2019-04-08
2019-04-06,Brooklyn Nine-Nine,Christmas,SlingTV DMVPD,DMVPD,1933,952606,Saturday,2019-04-01
2019-04-10,Brooklyn Nine-Nine,Christmas,Comcast Xfinity MVPD,MVPD,1929,271933,Wednesday,2019-04-08
2019-04-09,Brooklyn Nine-Nine,Christmas,Hulu DMVPD,DMVPD,1928,952606,Tuesday,2019-04-08
2019-04-12,Brooklyn Nine-Nine,Christmas,Bravo Chromecast App,Watch,1897,1818362,Friday,2019-04-08
2019-03-30,Brooklyn Nine-Nine,Christmas,Bravo FireTV App,Watch,1894,1818362,Saturday,2019-03-25
2019-03-31,Brooklyn Nine-Nine,Christmas,Bravo Roku App,Watch,1879,1818362,Sunday,2019-03-25
2019-03-29,Brooklyn Nine-Nine,Christmas,Bravo FEP,Watch,1868,1818362,Friday,2019-03-25
2019-04-08,Brooklyn Nine-Nine,Christmas,Bravo Android TV App,Watch,1865,1818362,Monday,2019-04-08
2019-04-07,Brooklyn Nine-Nine,Christmas,DirecTV Now DMVPD,DMVPD,1859,952606,Sunday,2019-04-01
2019-04-07,Brooklyn Nine-Nine,Christmas,SlingTV DMVPD,DMVPD,1831,952606,Sunday,2019-04-01
2019-03-29,Brooklyn Nine-Nine,Christmas,Hulu DMVPD,DMVPD,1827,952606,Friday,2019-03-25
2019-04-10,Brooklyn Nine-Nine,Christmas,Bravo FireTV App,Watch,1795,1818362,Wednesday,2019-04-08
2019-04-09,Brooklyn Nine-Nine,Christmas,Bravo FEP,Watch,1786,1818362,Tuesday,2019-04-08
2019-04-04,Brooklyn Nine-Nine,Christmas,DirecTV Everywhere MVPD,MVPD,1783,271933,Thursday,2019-04-01
2019-04-09,Brooklyn Nine-Nine,Christmas,Sony Vue DMVPD,DMVPD,1782,952606,Tuesday,2019-04-08
2019-04-04,Brooklyn Nine-Nine,Christmas,Dish Anywhere MVPD,MVPD,1775,271933,Thursday,2019-04-01
2019-04-07,Brooklyn Nine-Nine,Christmas,Bravo FireTV App,Watch,1771,1818362,Sunday,2019-04-01
2019-04-06,Brooklyn Nine-Nine,Christmas,Bravo iPad App,Watch,1769,1818362,Saturday,2019-04-01
2019-04-02,Brooklyn Nine-Nine,Christmas,Hulu DMVPD,DMVPD,1733,952606,Tuesday,2019-04-01
2019-04-02,Brooklyn Nine-Nine,Christmas,Dish Anywhere MVPD,MVPD,1731,271933,Tuesday,2019-04-01
2019-04-11,Brooklyn Nine-Nine,Christmas,Bravo FEP,Watch,1721,1818362,Thursday,2019-04-08
2019-03-29,Brooklyn Nine-Nine,Christmas,Bravo Android Tablet Apps,Watch,1711,1818362,Friday,2019-03-25
2019-04-11,Brooklyn Nine-Nine,Christmas,Comcast Xfinity MVPD,MVPD,1705,271933,Thursday,2019-04-08
2019-03-30,Brooklyn Nine-Nine,Christmas,Bravo Android Tablet Apps,Watch,1690,1818362,Saturday,2019-03-25
2019-04-08,Brooklyn Nine-Nine,Christmas,Hulu DMVPD,DMVPD,1688,952606,Monday,2019-04-08
2019-04-03,Brooklyn Nine-Nine,Christmas,Sony Vue DMVPD,DMVPD,1663,952606,Wednesday,2019-04-01
2019-04-02,Brooklyn Nine-Nine,Christmas,SlingTV DMVPD,DMVPD,1645,952606,Tuesday,2019-04-01
2019-04-09,Brooklyn Nine-Nine,Christmas,Bravo Apple TV App,Watch,1605,1818362,Tuesday,2019-04-08
2019-03-30,Brooklyn Nine-Nine,Christmas,Bravo FEP,Watch,1571,1818362,Saturday,2019-03-25
2019-03-30,Brooklyn Nine-Nine,Christmas,Comcast Xfinity MVPD,MVPD,1546,271933,Saturday,2019-03-25
2019-04-07,Brooklyn Nine-Nine,Christmas,Sony Vue DMVPD,DMVPD,1517,952606,Sunday,2019-04-01
2019-04-04,Brooklyn Nine-Nine,Christmas,Bravo FEP,Watch,1486,1818362,Thursday,2019-04-01
2019-04-01,Brooklyn Nine-Nine,Christmas,Bravo Samsung Smart TV App,Watch,1475,1818362,Monday,2019-04-01
2019-04-07,Brooklyn Nine-Nine,Christmas,Bravo iPhone App,Watch,1460,1818362,Sunday,2019-04-01
2019-03-29,Brooklyn Nine-Nine,Christmas,SlingTV DMVPD,DMVPD,1443,952606,Friday,2019-03-25
2019-03-31,Brooklyn Nine-Nine,Christmas,Bravo Apple TV App,Watch,1441,1818362,Sunday,2019-03-25
2019-04-04,Brooklyn Nine-Nine,Christmas,Comcast Xfinity MVPD,MVPD,1440,271933,Thursday,2019-04-01
2019-04-08,Brooklyn Nine-Nine,Christmas,Bravo iPad App,Watch,1408,1818362,Monday,2019-04-08
2019-04-10,Brooklyn Nine-Nine,Christmas,SlingTV DMVPD,DMVPD,1402,952606,Wednesday,2019-04-08
2019-04-02,Brooklyn Nine-Nine,Christmas,Bravo Apple TV App,Watch,1396,1818362,Tuesday,2019-04-01
2019-03-29,Brooklyn Nine-Nine,Christmas,Bravo FireTV App,Watch,1396,1818362,Friday,2019-03-25
2019-03-31,Brooklyn Nine-Nine,Christmas,Bravo iPad App,Watch,1389,1818362,Sunday,2019-03-25
2019-04-03,Brooklyn Nine-Nine,Christmas,Bravo iPad App,Watch,1387,1818362,Wednesday,2019-04-01
2019-04-11,Brooklyn Nine-Nine,Christmas,SlingTV DMVPD,DMVPD,1380,952606,Thursday,2019-04-08
2019-04-04,Brooklyn Nine-Nine,Christmas,Bravo iPhone App,Watch,1357,1818362,Thursday,2019-04-01
2019-04-01,Brooklyn Nine-Nine,Christmas,Bravo iPhone App,Watch,1332,1818362,Monday,2019-04-01
2019-03-31,Brooklyn Nine-Nine,Christmas,Bravo FEP,Watch,1294,1818362,Sunday,2019-03-25
2019-04-06,Brooklyn Nine-Nine,Christmas,Bravo Android Tablet Apps,Watch,1288,1818362,Saturday,2019-04-01
2019-04-07,Brooklyn Nine-Nine,Christmas,Hulu DMVPD,DMVPD,1283,952606,Sunday,2019-04-01
2019-04-05,Brooklyn Nine-Nine,Christmas,Bravo Apple TV App,Watch,1279,1818362,Friday,2019-04-01
2019-04-01,Brooklyn Nine-Nine,Christmas,SlingTV DMVPD,DMVPD,1275,952606,Monday,2019-04-01
2019-04-11,Brooklyn Nine-Nine,Christmas,Bravo Apple TV App,Watch,1253,1818362,Thursday,2019-04-08
2019-04-10,Brooklyn Nine-Nine,Christmas,Sony Vue DMVPD,DMVPD,1232,952606,Wednesday,2019-04-08
2019-04-10,Brooklyn Nine-Nine,Christmas,DirecTV Now DMVPD,DMVPD,1227,952606,Wednesday,2019-04-08
2019-03-31,Brooklyn Nine-Nine,Christmas,Sony Vue DMVPD,DMVPD,1224,952606,Sunday,2019-03-25
2019-04-11,Brooklyn Nine-Nine,Christmas,Bravo iPhone App,Watch,1216,1818362,Thursday,2019-04-08
2019-04-09,Brooklyn Nine-Nine,Christmas,SlingTV DMVPD,DMVPD,1215,952606,Tuesday,2019-04-08
2019-03-29,Brooklyn Nine-Nine,Christmas,Bravo Roku App,Watch,1212,1818362,Friday,2019-03-25
2019-03-30,Brooklyn Nine-Nine,Christmas,Hulu DMVPD,DMVPD,1178,952606,Saturday,2019-03-25
2019-04-09,Brooklyn Nine-Nine,Christmas,Bravo iPad App,Watch,1136,1818362,Tuesday,2019-04-08
2019-04-03,Brooklyn Nine-Nine,Christmas,Bravo FireTV App,Watch,1120,1818362,Wednesday,2019-04-01
2019-03-29,Brooklyn Nine-Nine,Christmas,Bravo Apple TV App,Watch,1102,1818362,Friday,2019-03-25
2019-04-11,Brooklyn Nine-Nine,Christmas,Bravo Chromecast App,Watch,1099,1818362,Thursday,2019-04-08
2019-03-29,Brooklyn Nine-Nine,Christmas,Comcast Xfinity MVPD,MVPD,1076,271933,Friday,2019-03-25
2019-04-01,Brooklyn Nine-Nine,Christmas,Dish Anywhere MVPD,MVPD,1075,271933,Monday,2019-04-01
2019-04-07,Brooklyn Nine-Nine,Christmas,Bravo iPad App,Watch,1068,1818362,Sunday,2019-04-01
2019-04-03,Brooklyn Nine-Nine,Christmas,Comcast Xfinity MVPD,MVPD,1030,271933,Wednesday,2019-04-01
2019-04-06,Brooklyn Nine-Nine,Christmas,Bravo iPhone App,Watch,989,1818362,Saturday,2019-04-01
2019-04-07,Brooklyn Nine-Nine,Christmas,Bravo Android Tablet Apps,Watch,987,1818362,Sunday,2019-04-01
2019-03-31,Brooklyn Nine-Nine,Christmas,Comcast Xfinity MVPD,MVPD,969,271933,Sunday,2019-03-25
2019-04-05,Brooklyn Nine-Nine,Christmas,Bravo iPhone App,Watch,955,1818362,Friday,2019-04-01
2019-04-10,Brooklyn Nine-Nine,Christmas,Bravo FEP,Watch,931,1818362,Wednesday,2019-04-08
2019-04-02,Brooklyn Nine-Nine,Christmas,Bravo Roku App,Watch,920,1818362,Tuesday,2019-04-01
2019-04-09,Brooklyn Nine-Nine,Christmas,Bravo Roku App,Watch,917,1818362,Tuesday,2019-04-08
2019-04-01,Brooklyn Nine-Nine,Christmas,Sony Vue DMVPD,DMVPD,916,952606,Monday,2019-04-01
2019-04-08,Brooklyn Nine-Nine,Christmas,Bravo FireTV App,Watch,909,1818362,Monday,2019-04-08
2019-04-12,Brooklyn Nine-Nine,Christmas,Bravo FEP,Watch,905,1818362,Friday,2019-04-08
2019-03-30,Brooklyn Nine-Nine,Christmas,Bravo Roku App,Watch,881,1818362,Saturday,2019-03-25
2019-04-06,Brooklyn Nine-Nine,Christmas,Hulu DMVPD,DMVPD,880,952606,Saturday,2019-04-01
2019-04-05,Brooklyn Nine-Nine,Christmas,DirecTV Now DMVPD,DMVPD,878,952606,Friday,2019-04-01
2019-04-05,Brooklyn Nine-Nine,Christmas,Hulu DMVPD,DMVPD,877,952606,Friday,2019-04-01
2019-04-06,Brooklyn Nine-Nine,Christmas,Comcast Xfinity MVPD,MVPD,872,271933,Saturday,2019-04-01
2019-04-09,Brooklyn Nine-Nine,Christmas,Bravo iPhone App,Watch,870,1818362,Tuesday,2019-04-08
2019-04-09,Brooklyn Nine-Nine,Christmas,Bravo FireTV App,Watch,841,1818362,Tuesday,2019-04-08
2019-04-01,Brooklyn Nine-Nine,Christmas,Bravo Roku App,Watch,835,1818362,Monday,2019-04-01
2019-04-04,Brooklyn Nine-Nine,Christmas,Bravo Android Tablet Apps,Watch,818,1818362,Thursday,2019-04-01
2019-04-11,Brooklyn Nine-Nine,Christmas,Hulu DMVPD,DMVPD,812,952606,Thursday,2019-04-08
2019-04-09,Brooklyn Nine-Nine,Christmas,Bravo Samsung Smart TV App,Watch,780,1818362,Tuesday,2019-04-08
2019-04-04,Brooklyn Nine-Nine,Christmas,Bravo FireTV App,Watch,768,1818362,Thursday,2019-04-01
2019-04-06,Brooklyn Nine-Nine,Christmas,Bravo FEP,Watch,768,1818362,Saturday,2019-04-01
2019-04-01,Brooklyn Nine-Nine,Christmas,Bravo iPad App,Watch,767,1818362,Monday,2019-04-01
2019-04-07,Brooklyn Nine-Nine,Christmas,Bravo Roku App,Watch,757,1818362,Sunday,2019-04-01
2019-04-02,Brooklyn Nine-Nine,Christmas,Bravo FEP,Watch,754,1818362,Tuesday,2019-04-01
2019-04-08,Brooklyn Nine-Nine,Christmas,Bravo Roku App,Watch,729,1818362,Monday,2019-04-08
2019-03-31,Brooklyn Nine-Nine,Christmas,SlingTV DMVPD,DMVPD,727,952606,Sunday,2019-03-25
2019-04-04,Brooklyn Nine-Nine,Christmas,Bravo iPad App,Watch,716,1818362,Thursday,2019-04-01
2019-03-30,Brooklyn Nine-Nine,Christmas,Bravo Apple TV App,Watch,692,1818362,Saturday,2019-03-25
2019-04-07,Brooklyn Nine-Nine,Christmas,Bravo Apple TV App,Watch,685,1818362,Sunday,2019-04-01
2019-04-09,Brooklyn Nine-Nine,Christmas,YouTube TV,DMVPD,670,952606,Tuesday,2019-04-08
2019-04-04,Brooklyn Nine-Nine,Christmas,Bravo Samsung Smart TV App,Watch,667,1818362,Thursday,2019-04-01
2019-04-02,Brooklyn Nine-Nine,Christmas,Comcast Xfinity MVPD,MVPD,663,271933,Tuesday,2019-04-01
2019-04-08,Brooklyn Nine-Nine,Christmas,Bravo Apple TV App,Watch,637,1818362,Monday,2019-04-08
2019-04-11,Brooklyn Nine-Nine,Christmas,Bravo FireTV App,Watch,632,1818362,Thursday,2019-04-08
2019-04-02,Brooklyn Nine-Nine,Christmas,Bravo iPad App,Watch,609,1818362,Tuesday,2019-04-01
2019-04-03,Brooklyn Nine-Nine,Christmas,Bravo iPhone App,Watch,608,1818362,Wednesday,2019-04-01
2019-03-29,Brooklyn Nine-Nine,Christmas,DirecTV Now DMVPD,DMVPD,545,952606,Friday,2019-03-25
2019-04-03,Brooklyn Nine-Nine,Christmas,DirecTV Now DMVPD,DMVPD,526,952606,Wednesday,2019-04-01
2019-04-03,Brooklyn Nine-Nine,Christmas,DirecTV Everywhere MVPD,MVPD,513,271933,Wednesday,2019-04-01
2019-03-31,Brooklyn Nine-Nine,Christmas,YouTube TV,DMVPD,490,952606,Sunday,2019-03-25
2019-04-06,Brooklyn Nine-Nine,Christmas,Bravo Apple TV App,Watch,468,1818362,Saturday,2019-04-01
2019-04-05,Brooklyn Nine-Nine,Christmas,SlingTV DMVPD,DMVPD,467,952606,Friday,2019-04-01
2019-04-12,Brooklyn Nine-Nine,Christmas,YouTube TV,DMVPD,461,952606,Friday,2019-04-08
2019-04-03,Brooklyn Nine-Nine,Christmas,Hulu DMVPD,DMVPD,440,952606,Wednesday,2019-04-01
2019-04-08,Brooklyn Nine-Nine,Christmas,Bravo iPhone App,Watch,425,1818362,Monday,2019-04-08
2019-04-10,Brooklyn Nine-Nine,Christmas,Bravo Roku App,Watch,411,1818362,Wednesday,2019-04-08
2019-04-01,Brooklyn Nine-Nine,Christmas,Bravo Android Tablet Apps,Watch,396,1818362,Monday,2019-04-01
2019-04-12,Brooklyn Nine-Nine,Christmas,Bravo iPhone App,Watch,385,1818362,Friday,2019-04-08
2019-04-10,Brooklyn Nine-Nine,Christmas,Bravo iPhone App,Watch,380,1818362,Wednesday,2019-04-08
2019-04-06,Brooklyn Nine-Nine,Christmas,Sony Vue DMVPD,DMVPD,373,952606,Saturday,2019-04-01
2019-04-08,Brooklyn Nine-Nine,Christmas,Bravo Android Tablet Apps,Watch,352,1818362,Monday,2019-04-08
2019-04-04,Brooklyn Nine-Nine,Christmas,Sony Vue DMVPD,DMVPD,338,952606,Thursday,2019-04-01
2019-04-09,Brooklyn Nine-Nine,Christmas,DirecTV Everywhere MVPD,MVPD,325,271933,Tuesday,2019-04-08
2019-04-06,Brooklyn Nine-Nine,Christmas,Bravo Samsung Smart TV App,Watch,305,1818362,Saturday,2019-04-01
2019-03-30,Brooklyn Nine-Nine,Christmas,SlingTV DMVPD,DMVPD,303,952606,Saturday,2019-03-25
2019-04-08,Brooklyn Nine-Nine,Christmas,DirecTV Now DMVPD,DMVPD,285,952606,Monday,2019-04-08
2019-04-03,Brooklyn Nine-Nine,Christmas,Bravo FEP,Watch,284,1818362,Wednesday,2019-04-01
2019-04-08,Brooklyn Nine-Nine,Christmas,SlingTV DMVPD,DMVPD,283,952606,Monday,2019-04-08
2019-04-05,Brooklyn Nine-Nine,Christmas,Bravo Android Tablet Apps,Watch,274,1818362,Friday,2019-04-01
2019-04-08,Brooklyn Nine-Nine,Christmas,YouTube TV,DMVPD,270,952606,Monday,2019-04-08
2019-04-05,Brooklyn Nine-Nine,Christmas,Bravo FEP,Watch,265,1818362,Friday,2019-04-01
2019-04-06,Brooklyn Nine-Nine,Christmas,Bravo Roku App,Watch,228,1818362,Saturday,2019-04-01
2019-04-01,Brooklyn Nine-Nine,Christmas,Comcast Xfinity MVPD,MVPD,203,271933,Monday,2019-04-01
2019-04-05,Brooklyn Nine-Nine,Christmas,Bravo FireTV App,Watch,189,1818362,Friday,2019-04-01
2019-04-03,Brooklyn Nine-Nine,Christmas,SlingTV DMVPD,DMVPD,180,952606,Wednesday,2019-04-01
2019-04-06,Brooklyn Nine-Nine,Christmas,DirecTV Now DMVPD,DMVPD,167,952606,Saturday,2019-04-01
2019-04-12,Brooklyn Nine-Nine,Christmas,SlingTV DMVPD,DMVPD,156,952606,Friday,2019-04-08
2019-04-10,Brooklyn Nine-Nine,Christmas,Bravo Chromecast App,Watch,148,1818362,Wednesday,2019-04-08
2019-04-10,Brooklyn Nine-Nine,Christmas,Hulu DMVPD,DMVPD,131,952606,Wednesday,2019-04-08
2019-04-09,Brooklyn Nine-Nine,Christmas,DirecTV Now DMVPD,DMVPD,124,952606,Tuesday,2019-04-08
2019-04-12,Brooklyn Nine-Nine,Christmas,Bravo Android Tablet Apps,Watch,120,1818362,Friday,2019-04-08
2019-04-02,Brooklyn Nine-Nine,Christmas,Bravo iPhone App,Watch,117,1818362,Tuesday,2019-04-01
2019-04-01,Brooklyn Nine-Nine,Christmas,Hulu DMVPD,DMVPD,110,952606,Monday,2019-04-01
2019-04-07,Brooklyn Nine-Nine,Christmas,Bravo FEP,Watch,108,1818362,Sunday,2019-04-01
2019-04-02,Brooklyn Nine-Nine,Fancy Brudgom,Bravo Apple TV App,Watch,1994,1818362,Tuesday,2019-04-01
2019-04-08,Brooklyn Nine-Nine,Fancy Brudgom,Bravo iPad App,Watch,1984,1818362,Monday,2019-04-08
2019-04-09,Brooklyn Nine-Nine,Fancy Brudgom,YouTube TV,DMVPD,1981,952606,Tuesday,2019-04-08
2019-04-08,Brooklyn Nine-Nine,Fancy Brudgom,Bravo Roku App,Watch,1980,1818362,Monday,2019-04-08
2019-04-04,Brooklyn Nine-Nine,Fancy Brudgom,Bravo Apple TV App,Watch,1962,1818362,Thursday,2019-04-01
2019-04-07,Brooklyn Nine-Nine,Fancy Brudgom,Hulu DMVPD,DMVPD,1946,952606,Sunday,2019-04-01
2019-04-06,Brooklyn Nine-Nine,Fancy Brudgom,Bravo iPad App,Watch,1940,1818362,Saturday,2019-04-01
2019-04-12,Brooklyn Nine-Nine,Fancy Brudgom,Bravo iPad App,Watch,1895,1818362,Friday,2019-04-08
2019-04-02,Brooklyn Nine-Nine,Fancy Brudgom,Hulu DMVPD,DMVPD,1892,952606,Tuesday,2019-04-01
2019-04-10,Brooklyn Nine-Nine,Fancy Brudgom,Hulu DMVPD,DMVPD,1879,952606,Wednesday,2019-04-08
2019-03-29,Brooklyn Nine-Nine,Fancy Brudgom,Hulu DMVPD,DMVPD,1867,952606,Friday,2019-03-25
2019-04-03,Brooklyn Nine-Nine,Fancy Brudgom,YouTube TV,DMVPD,1840,952606,Wednesday,2019-04-01
2019-04-05,Brooklyn Nine-Nine,Fancy Brudgom,Bravo FireTV App,Watch,1828,1818362,Friday,2019-04-01
2019-04-04,Brooklyn Nine-Nine,Fancy Brudgom,Bravo iPad App,Watch,1810,1818362,Thursday,2019-04-01
2019-04-07,Brooklyn Nine-Nine,Fancy Brudgom,DirecTV Now DMVPD,DMVPD,1808,952606,Sunday,2019-04-01
2019-04-05,Brooklyn Nine-Nine,Fancy Brudgom,Bravo Roku App,Watch,1791,1818362,Friday,2019-04-01
2019-04-03,Brooklyn Nine-Nine,Fancy Brudgom,Bravo Roku App,Watch,1787,1818362,Wednesday,2019-04-01
2019-03-30,Brooklyn Nine-Nine,Fancy Brudgom,Bravo Android Tablet Apps,Watch,1771,1818362,Saturday,2019-03-25
2019-03-31,Brooklyn Nine-Nine,Fancy Brudgom,Comcast Xfinity MVPD,MVPD,1763,271933,Sunday,2019-03-25
2019-04-06,Brooklyn Nine-Nine,Fancy Brudgom,Sony Vue DMVPD,DMVPD,1741,952606,Saturday,2019-04-01
2019-03-30,Brooklyn Nine-Nine,Fancy Brudgom,Bravo iPad App,Watch,1737,1818362,Saturday,2019-03-25
2019-04-09,Brooklyn Nine-Nine,Fancy Brudgom,Hulu DMVPD,DMVPD,1721,952606,Tuesday,2019-04-08
2019-03-30,Brooklyn Nine-Nine,Fancy Brudgom,Bravo FEP,Watch,1720,1818362,Saturday,2019-03-25
2019-04-07,Brooklyn Nine-Nine,Fancy Brudgom,Bravo Android Tablet Apps,Watch,1646,1818362,Sunday,2019-04-01
2019-03-31,Brooklyn Nine-Nine,Fancy Brudgom,YouTube TV,DMVPD,1633,952606,Sunday,2019-03-25
2019-04-10,Brooklyn Nine-Nine,Fancy Brudgom,DirecTV Everywhere MVPD,MVPD,1621,271933,Wednesday,2019-04-08
2019-04-05,Brooklyn Nine-Nine,Fancy Brudgom,Bravo Apple TV App,Watch,1613,1818362,Friday,2019-04-01
2019-04-01,Brooklyn Nine-Nine,Fancy Brudgom,Bravo FireTV App,Watch,1604,1818362,Monday,2019-04-01
2019-04-09,Brooklyn Nine-Nine,Fancy Brudgom,Bravo iPad App,Watch,1586,1818362,Tuesday,2019-04-08
2019-04-01,Brooklyn Nine-Nine,Fancy Brudgom,Bravo FEP,Watch,1556,1818362,Monday,2019-04-01
2019-03-30,Brooklyn Nine-Nine,Fancy Brudgom,Hulu DMVPD,DMVPD,1541,952606,Saturday,2019-03-25
2019-04-03,Brooklyn Nine-Nine,Fancy Brudgom,Bravo FEP,Watch,1532,1818362,Wednesday,2019-04-01
2019-04-01,Brooklyn Nine-Nine,Fancy Brudgom,Bravo Chromecast App,Watch,1531,1818362,Monday,2019-04-01
2019-04-10,Brooklyn Nine-Nine,Fancy Brudgom,DirecTV Now DMVPD,DMVPD,1530,952606,Wednesday,2019-04-08
2019-04-08,Brooklyn Nine-Nine,Fancy Brudgom,YouTube TV,DMVPD,1499,952606,Monday,2019-04-08
2019-04-04,Brooklyn Nine-Nine,Fancy Brudgom,YouTube TV,DMVPD,1479,952606,Thursday,2019-04-01
2019-04-01,Brooklyn Nine-Nine,Fancy Brudgom,Bravo Apple TV App,Watch,1429,1818362,Monday,2019-04-01
2019-04-03,Brooklyn Nine-Nine,Fancy Brudgom,DirecTV Everywhere MVPD,MVPD,1426,271933,Wednesday,2019-04-01
2019-04-02,Brooklyn Nine-Nine,Fancy Brudgom,Bravo iPad App,Watch,1403,1818362,Tuesday,2019-04-01
2019-04-01,Brooklyn Nine-Nine,Fancy Brudgom,Comcast Xfinity MVPD,MVPD,1392,271933,Monday,2019-04-01
2019-03-29,Brooklyn Nine-Nine,Fancy Brudgom,Bravo iPhone App,Watch,1378,1818362,Friday,2019-03-25
2019-04-08,Brooklyn Nine-Nine,Fancy Brudgom,Hulu DMVPD,DMVPD,1371,952606,Monday,2019-04-08
2019-04-04,Brooklyn Nine-Nine,Fancy Brudgom,Bravo iPhone App,Watch,1337,1818362,Thursday,2019-04-01
2019-04-02,Brooklyn Nine-Nine,Fancy Brudgom,Bravo Android Tablet Apps,Watch,1333,1818362,Tuesday,2019-04-01
2019-03-30,Brooklyn Nine-Nine,Fancy Brudgom,YouTube TV,DMVPD,1327,952606,Saturday,2019-03-25
2019-04-03,Brooklyn Nine-Nine,Fancy Brudgom,Sony Vue DMVPD,DMVPD,1316,952606,Wednesday,2019-04-01
2019-04-07,Brooklyn Nine-Nine,Fancy Brudgom,Bravo iPhone App,Watch,1304,1818362,Sunday,2019-04-01
2019-04-03,Brooklyn Nine-Nine,Fancy Brudgom,DirecTV Now DMVPD,DMVPD,1296,952606,Wednesday,2019-04-01
2019-03-31,Brooklyn Nine-Nine,Fancy Brudgom,Bravo Apple TV App,Watch,1279,1818362,Sunday,2019-03-25
2019-04-02,Brooklyn Nine-Nine,Fancy Brudgom,Bravo FireTV App,Watch,1276,1818362,Tuesday,2019-04-01
2019-03-29,Brooklyn Nine-Nine,Fancy Brudgom,Bravo FireTV App,Watch,1276,1818362,Friday,2019-03-25
2019-04-03,Brooklyn Nine-Nine,Fancy Brudgom,Hulu DMVPD,DMVPD,1270,952606,Wednesday,2019-04-01
2019-03-29,Brooklyn Nine-Nine,Fancy Brudgom,Bravo Android Tablet Apps,Watch,1260,1818362,Friday,2019-03-25
2019-04-05,Brooklyn Nine-Nine,Fancy Brudgom,Bravo Android Tablet Apps,Watch,1244,1818362,Friday,2019-04-01
2019-04-12,Brooklyn Nine-Nine,Fancy Brudgom,Bravo Android Tablet Apps,Watch,1242,1818362,Friday,2019-04-08
2019-04-01,Brooklyn Nine-Nine,Fancy Brudgom,Sony Vue DMVPD,DMVPD,1238,952606,Monday,2019-04-01
2019-03-31,Brooklyn Nine-Nine,Fancy Brudgom,Bravo FireTV App,Watch,1236,1818362,Sunday,2019-03-25
2019-04-04,Brooklyn Nine-Nine,Fancy Brudgom,Bravo FEP,Watch,1227,1818362,Thursday,2019-04-01
2019-03-29,Brooklyn Nine-Nine,Fancy Brudgom,Bravo Apple TV App,Watch,1222,1818362,Friday,2019-03-25
2019-04-06,Brooklyn Nine-Nine,Fancy Brudgom,Bravo Android Tablet Apps,Watch,1191,1818362,Saturday,2019-04-01
2019-04-03,Brooklyn Nine-Nine,Fancy Brudgom,Bravo iPad App,Watch,1183,1818362,Wednesday,2019-04-01
2019-04-06,Brooklyn Nine-Nine,Fancy Brudgom,DirecTV Everywhere MVPD,MVPD,1174,271933,Saturday,2019-04-01
